"schoolId","name","oldName","principal","region","province","city","congDist","brgy","street","telNo1","telNo2","fax","cellNo1","cellNo2","website"
"1001483","Saint Mary\'s Academy","Mount Carmel School","Ma. Alma Mincita E. Lagahid ,RVM","100000000","104300000","104325000","1","Poblacion","Miguel Pelaez Street","0 0","0 0"," ","0928 ","0935 8933213",
"1001484","Saint Peter\'s College","St.  Peter's College","Edgar Diaz Marucut ","100000000","104300000","104302000","1","2","15  De Septiembre","888 3332072","888 3332553","888 3332072"," 0935980"," .",
"1001485","Saint Rita\'s College of Balingasag",,"Josefina Mauricio Cabrera ,RVM","100000000","104300000","104302000","1","3","Tres Marteres","88 3332617","88 223332018","088 223332018"," "," ",
"1001486","San Roque Parish High School",,"Asiang Morales Chiang Jr","100000000","104300000","104317000","1","Poblacion","Bacoy","0 0","0 0"," ","0917 7122715","0917 6507976",
"1001487","Colegio de Santo Ni&#241;o de Jasaan","Santo Niño Institute","TARCISEO GANZAN ABSIN ","100000000","104300000","104311000","2","Upper Jasaan","San Francisco  Street","0 0","0 0"," ","0917 2078641","0949 8144413",
"1001488","Gitagum Advent Academy","Gitagum Advent Academy","Almar Rivera Ansigbat ","100000000","104300000","104309000","2","G.Pelaez","Purok 5","0 0","0 0"," ","0947 4098871"," ",
"1001489","Saint Anthony High School","St. Anthony High School and at present St. Anthony Parish School of Manticao  Incorporated","Teresita Z Punay SPC","100000000","104300000","104318000","2","Poblacion","Purok 1","0 0","0 0"," ","0919 3688638"," ","gmail"
"1001490","Saint Joseph Academy","St. Joseph Academy ","Modesto  Mabugnon Abaday ","100000000","104300000","104307000","2","Poblacion","-","88 555","0 0","- -","- -","- -","-"
"1001491","Saint Mary\'s Academy of Jasaan","Mary Immaculate Academy","Ma. Asteria L. Emadin RVM","100000000","104300000","104311000","2","Upper Jasaan","Corner Quirino/Del Pilar Streets","88 760241","0 0"," ","0928 2985045","0977 8056692","-"
"1001492","Saint Mary\'s Academy of Tagoloan","Saint Mary's High School","Mary Irene M. Cajandig, RVM","100000000","104300000","104324000","2","Poblacion",,"88 742931","0 0"," "," "," ",
"1001493","Santo Ni&#241;o High School",,"Elisa Barrosa Baynas SPC","100000000","104300000","104309000","2","Poblacion","Zone 2","88 5550058","0 0"," ","0933 0120517","0933 0296086","-"
"1001494","Xavier High School","Xavier High School","MA. ESTRELLA  GARCIA MANDIN MSHF","100000000","104300000","104310000","2","Poblacion","Madriaga St.","88 5550724","0 0"," ","0915 3028784","0975 6430923",
"1001495","Cagayan de Oro College","-","Ruth Madelo Balmores -","100000000","104300000","104305000","0","Carmen","Max Suniel Street","88 8585867","88 8585869"," 8583880","0906 6510506","- -","www.coc.phinma.edu.ph"
"1001496","Golden Heritage Polytechnic College","Northern Mindanao Polytechnic School","QUIPTE N. CONSUS, PhD.  ","100000000","104300000","104305000","0","Carmen","Vamenta Boulevard,","88 8587326","22 711522"," ","0920 8578757","0907 2232767",
"1001497","Kong Hua School",,"K MARIE DINOROG ZAMBAS ","100000000","104300000","104305000","0","Kauswagan","Kauswagan Road","88 8587395","8822 724398"," ","0927 3575148","0916 5406212",
"1001498","Lourdes College",,"ARCELIA J. ENGUERRA RVM","100000000","104300000","104305000","0","Macasandig","14th-21st Streets","88 8574827","88 724684"," "," "," ","http://www.lccdo.edu.ph"
"1001499","Mother Ignacia del Espiritu Santo Night School",,"MA. ARCELIA J. ENGUERRA RVM","100000000","104300000","104305000","0","Macasandig","14th-21st Streets","88 8574827","88 8575291"," "," "," ",
"1001500","Pilgrim Christian College",,"Evangelina Esparcia Rabanes ","100000000","104300000","104305000","0","16","Capistrano-Akut Streets","88 8564239","88 724498","088 8564232","0917 7173554","0917 7173555","www.pcc-cdo.com"
"1001501","Sacred Heart of Jesus Montessori School",,"Merlina Banas Britos ","100000000","104300000","104305000","0","Gusa","J.R. Borja Extension,","88 8551421","88 8559611","88 8551421"," 0908-94"," 0916-98",
"1001502","Saint Mary\'s Academy of Carmen","Cathedral School of Technology","S. Ma. Adelaida C Huiso, RVM ","100000000","104300000","104305000","0","Carmen","Villarin Street","88 8586051","88 723723","088 858-264"," "," ",
"1101503","Assumption Academy of Compostela",,"EXPER DONAIRE CORTEZ fma.","110000000","118200000","118201000","1","POBLACION","JOSE P. LAUREL","84 0","0 0"," ","0946 7539285","0921 6922254",
"1101504","Assumption Academy of Monkayo","Assumption Academy of Monkayo, INC.","RICHELL PAMINE FUENTES ","110000000","118200000","118207000","1","Poblacion","PeÃƒÂ±aranda","0 0","0 0"," ","0908 5921855","0907 4718716",
"1101505","Saint Vincent Academy of Maragusan","-","JOSEFA E. DUMAPIAS OP","110000000","118200000","118205000","1","Poblacion","Rizal","0 0","0 0","- -","0918 5466676","0906 7790822","-"
"1101506","Assumption Academy of Mawab, Inc.","SR.MA. MILAGROS  NEBRE CAPERIG, O.P.","MA. MILAGROS NEBRE CAPERIG OP.","110000000","118200000","118206000","1","POBLACION","PUROK 1A","0 0","0 0"," ","0921 9508744"," ","NONE"
"1101507","Assumption College of Nabunturan",,"EUGENIA I.  MENCIDOR Ph.D.","110000000","118200000","118209000","1","POBLACION","ARELLANO STREET","84 3760114","0 0","084 3760607"," 0999725"," ",
"1101508","Cor Jesu High School of Mabini","Maryknoll High School of Mabini","Ma. Concepcion Gamboa Cajilig O.P.","110000000","118200000","118203000","2","Cuambog","Roxas St.","0 0","0 0"," ","0926 2056646","0929 5980231",
"1101509","Institution of Northern Davao, Inc.",,"ROSENDO C ESPINA JR.","110000000","118200000","118206000","1","Nueva Visayas","Purok 4","0 0","0 0"," "," "," ",
"1101510","Letran de Davao of Maco","Maryknoll High School of Maco","Maria Kristhen Firmalino Batuigas O.P.","110000000","118200000","118204000","2","Poblacion",,"84 3702232","0 0"," ","0929 8118534"," ",
"1101511","Lyceum of Mawab",,"AZUCENA C CASTILLO ED.D","110000000","118200000","118206000","1","POBLACION","PUROK 1-A, MAWAB","0 0","0 0"," "," "," ",
"1101512","Nueva Estrella Santiago Dulos Academy, Inc.","Nueva Estrella SDA High School","EDITHA  TANGUAN LAURENTE ","110000000","118200000","118211000","2","Matiao","District 2","0 0","0 0","- "," 0906914"," ",
"1101513","Thompson Christian School-Masara Branch",,"AMPARO VALDEZ OMBILAYAN, MAED ","110000000","118200000","118204000","2","Elizalde","Liboac","82 2214564","82 2264095"," ","0916 3097885","0949 7833528","www.thompsonchristianschool.net"
"1101514","Kapalong College of Technology Inc.","-","Ben-Oni Prietos Ligaray -","110000000","112300000","112305000","1","Maniki","Purok 10","84 3710477","0 0"," ","0918 7949138","0917 6835792","kcti_kapalongddn@yahoo.com"
"1101515","Maryknoll High School of Asuncion, Inc.",,"Ma. Evelyn Cosina Tago-on TDM","110000000","112300000","112301000","1","Cambanogoy","Purok - 5","0 0","0 0"," ","0919 5916828"," ",
"1101516","Maryknoll High School of Maniki, Inc.","San Isidro High School","Ma. Teofila Fama Frondozo O.P.","110000000","112300000","112305000","1","Maniki","Quezon St.","0 0","0 0","084 3710314","0915 3454749","0908 7490787",
"1101517","Maryknoll High School of New Corella","Maryknoll High School of New Corella","MA. JEAN CALIPARA GABUYA TDM","110000000","112300000","112314000","1","Poblacion","Purok 6","0 0","0 0"," ","0922 4719785","0907 3766143",
"1101518","Quezon Memorial Institute of Technology, Inc.",,"MANUEL  PIODOS PLAYDA ","110000000","112300000","112305000","1","Maniki","Don Mariano St.","0 0","0 0"," ","0921 7664399","0916 5795386",
"1101519","Arriesgado College Foundation, Inc.",,"ESTELA B. NAVARRO MAEM","110000000","112300000","112319000","0","Poblacion","Bonifacio Street","84 6556583","84 6556867","084 6556641","0917 7183288"," ",
"1101520","Assumpta School","Assumpta School","Julie P. Roma, fma","110000000","112300000","112319000","1","Mankilam","Purok Cabanisas","84 2169319","84 2169328","- -","0947 5161157","0998 4996678","assumptaschooloftagum.com"
"1101521","Assumption Academy of Pe&#241;aplata",,"Ma. Nelsa Porcalla Guevarra TDM","110000000","112300000","112317000","2","Peñaplata",,"0 0","0 0"," "," 0919293"," ",
"1101522","Davao Winchester Colleges, Inc.",,"Eutiquio Jumangit Lagare ","110000000","112300000","112318000","2","Tibal-og","Feeder Road 4","84 829","0 0"," "," "," ",
"1101523","Philippine Baptist Christian College of Mindanao, Inc.","Fundamental Baptist Christian Academy, Inc.","Jezreel Genise Cabagunay ","110000000","112300000","112318000","2","Tibal-og","Purok 7-B","0 0","0 0"," ","0936 9377243","0917 3237243",
"1101524","Holy Cross of Babak, Inc.","none","Editha Dano Dismas TDM","110000000","112300000","112317000","2","VILLARICA",,"0 0","0 0"," ","0928 8044768","0919 255-189",
"1101525","Letran de Davao, Inc.","St. Mary's School for Boys","FERNANDO SANDRI FIETTA CSCH","110000000","112300000","112319000","1","Magugpo Central","Seminary Drive","84 6556158","84 4001027","084 6559516"," "," ",
"1101526","Liceo de Davao (Main Campus)",,"Janet Delos Reyes Riogelon, Ed.D ","110000000","112300000","112319000","1","Magugpo East","Briz District","84 2166102","0 0","84 2166102","0920 2876906","- -","none"
"1101527","Maryknoll High School of Panabo, Inc.","St. Mary's High School in Panabo, Davao, Inc.","MA. EDNA A. BILLONES, OP, Ed.D","110000000","112300000","112315000","2","Sto. Niño","National Highway","84 6285389","84 8223455","084 8223456","0916 3669185","0916 3669185","maryknollpanabo.edu.ph"
"1101528","Maryknoll High School of Santo Tomas","-","Ma. Evelyn Magbanua Oqueza O.P.","110000000","112300000","112318000","2","Tibal-og","Fd. Rd. ","84 8290249","0 0","084 8291272","0916 7148692","0921 2102555",
"1101529","Max Mirafuentes Academy","NODAFA-Mirafuentes Academy","Sarah M Sibala MAEM","110000000","112300000","112319000","1","Magugpo North","Purok Bulaklak 4","84 6559224","84 2162009","84 2162009"," "," ",
"1101530","NDC-Tagum Foundation Inc.",,"DANIEL DAPAT DIAL -","110000000","112300000","112319000","1","Apokon","Apokon Highway","84 2162552","0 0"," ","0915 2662151","0909 1419685",
"1101531","North Davao Colleges, Inc.","-","ROSE ALBORIA LICARTE Ed.D.","110000000","112300000","112315000","2","Gredu","Quirino Street","84 6285264","84 8222151","84 6285264","- -","- -","-"
"1101532","Saint Mary\'s College","Holy Cross College","S. Maria Celedonia F. Amper RVM","110000000","112300000","112319000","1","Magugpo East","National Highway","84 2166205","84 0","084 6559028"," "," ","smctagum.edu.ph"
"1101533","Santo Ni&#241;o College of Science and Technology, Inc.","Sto. Niño College of Science and Technology, Inc. ","Pelagia  L. Morantte, Ed. D.","110000000","112300000","112319000","1","Magugpo Poblacion ","Bonifacio Street ","84 6556623","0 0","084 6556623"," "," ",
"1101534","Cor Jesu College",,"Kirt Anthony  Ravago Diaz ","110000000","112400000","112403000","1","Zone II","Sacred Heart Avenue","82 5532433","0 0","082 5532333"," "," ",
"1101535","Holy Cross Academy",,"Ma. Virginia V. Adubal RVM","110000000","112400000","112403000","1","Zone II","Gallarde Street","82 5537467","82 5532532","82 5532532","0921 5184790"," ",
"1101536","Holy Cross Academy","Holy Cross Academy","MARYVIC DESPO CASAS RVM","110000000","112400000","112412000","1","Zone 3","Mantiang Street","82 2720607","0 0","082 2720607"," "," ",
"1101537","Saint Mary's College of Bansalan, Inc.","Holy Cross of Bansalan College, Inc.","MA. CYNTHIA V. CLIANO, RVM","110000000","112400000","112401000","1","Poblacion Uno","Dahlia Street","82 5539246","0 0","082 553-9246","+63 0921286"," ","www.hcbc.jiji-ph.biz"
"1101538","Holy Cross of Hagonoy, Inc.",,"Flora Gevira Saplagio OP","110000000","112400000","112404000","1","Poblacion","T. Ronda St.","0 0","0 0"," "," "," ",
"1101539","Holy Cross of Magsaysay","NONE","PAZ  PADAYAO PAGLINAWAN, OP.","110000000","112400000","112407000","1","Poblacion","Purok 7","0 0","0 0"," ","0915 7135997","0920 2387158","-"
"1101540","Holy Cross of Matanao","Holy Cross of Matanao, Inc.","Ma. Juliet Diones Camacho, TDM","110000000","112400000","112410000","1","Poblacion","Acacia Street","0 0","0 0"," ","0933 3085550","0947 3222570",
"1101541","Magsaysay Academy Inc.",,"JUDITH LERON OLBES ","110000000","112400000","112407000","1","Poblacion",,"0 0","0 0"," ","0928 3438998"," ",
"1101542","Nazareth High School, Inc.",,"Lorita Payan Carta ","110000000","112400000","112401000","1","Poblacion Uno","Nazareno St.","553 9446","0 0"," ","0918 5000269","0907 1066344","none"
"1101543","Rogationist Academy-Davao Inc.",,"Antonio Uy Nocellado Jr., RCJ","110000000","112400000","112412000","1","Baracatan",,"82 3010071","82 2849772"," ","0998 5388475","0998 5388475",
"1101544","Saint Michael\'s School of Padada, Inc.",,"Jerry Barcenas Galdiano ","110000000","112400000","112411000","1","N.C.O District","Quezon Street","82 2720291","0 0","082 2720291","0915 8885779"," ",
"1101545","South Philippine Adventist College, Inc.","Southern Mindanao Academy","Ranzolin Geraldes Bayeta ME","110000000","112400000","112410000","1","Camanchiles","Km 68","0 0","0 0","0 0","0916 3414711","0 0","www.spac.online.org"
"1101546","Southeastern College",,"MAGDALENA MONTE FLORES ","110000000","112400000","112411000","1","Southern Paligue","National Highway","272 360","0 0"," "," "," ",
"1101547","Agro-Industrial Foundation College of the Philippines (Davao del Sur), Inc.",,"Dalisay C. Requilman ","110000000","112400000","112413000","2","Poblacion","Avila St.","0 0","0 0"," ","0916 5483489"," ",
"1101548","Cogon Bacaca High School of Kiblawan, Inc.",,"ROMEO T CABASE SR.","110000000","112400000","112406000","2","Cogon Bacaca","Purok 2","82 2147483647","0 0"," "," "," ",
"1101549","Holy Cross of Caburan, Inc.",,"Judalyn  Zanoria Cabreros CM","110000000","112400000","112405000","2","Caburan Small","Caburan Small","82 5532012","82 5535852"," ","0921 5255620","- -","none"
"1101550","Holy Cross of Kiblawan, Inc.",,"EFREN BOOT MUNDOC SCH.P.","110000000","112400000","112406000","2","Poblacion","General Lim","0 0","0 0","n/a n/a","0907 1137013","0925 3862867","n/a"
"1101551","Holy Cross of Malalag, Inc.","not applicable","Gina Mae Agohayon Campugan PM","110000000","112400000","112408000","2","Poblacion","not applicable","929 1128139","0 0","0 0","0929 1128139","0 0","none"
"1101552","Holy Cross of Malita, Inc.",,"Elizabeth L. Garrote PM","110000000","112400000","112409000","2","Poblacion","M. Peralta St.","0 0","0 0","n/a n/a","n/a n/a","n/a n/a",
"1101553","Holy Cross of Santa Maria",,"CHERIE ELOISA LOVITOS GARROTE P.M.","110000000","112400000","112413000","2","Poblacion","Poblacion, Sta. Maria Davao del Sur","0 0","0 0"," ","0918 3053714","0917 4696711",
"1101554","Holy Cross of Sulop, Inc.","-","Rosalina T Manwales ADM","110000000","112400000","112414000","2","Poblacion","National Highway","272 317","82 5535853","82 5535852","0942 7319598","0927 6174176","none "
"1101555","Santa Maria Institute, Inc.",,"Cayetana Omboy Dalipe ","110000000","112400000","112413000","2","Poblacion","Tibungoy","0 0","0 0"," ","0910 2959641"," ",
"1101556","Serapion C. Basalo Memorial Foundation Colleges, Inc.","Assemblyman Mariano Memorial Foundation College","Adelina Mendoza Albarado ","110000000","112400000","112406000","2","Poblacion","Dura-Tibas  Street","0 0","0 0","0 0","0907 4608237","0948 8083951",
"1101557","Maryknoll Academy of Cateel","Maryknoll High School of Cateel","Jay Barles Ramos DCM","110000000","112500000","112505000","1","Poblacion","Santiago Street","0 0","0 0"," ","+63 9265872","+63 9207212",
"1101558","Maryknoll School of Lambajon","Maryknoll High School of Lambajon","Rey Miano Armasa DCM","110000000","112500000","112501000","1","LAMBAJON"," BANABA","0 0","0 0"," ","0915 7155966"," ",
"1101559","Maryknoll School of Manay, Inc.","MARYKNOLL HIGH SCHOOL OF MANAY","MA. MARILYN MAYORMITA CAYAPOS TDM","110000000","112500000","112508000","1","Central","Bangsi  Street","0 0","0 0","0 0","0930 6667247","0920 7433687","none"
"1101560","Saint Mary\'s College of Baganga","St. Mary's Academy of Baganga / Our Lady's Academy","Ma. Jocelyn G. Gerarde RVM","110000000","112500000","112501000","1","Poblacion","Immaculate Conception St.,","0 0","0 0"," "," "," ",
"1101561","Saint Mary\'s Academy of Caraga, Inc.","Holy Family Academy ","MA. KATRINA S QUIDLAT RVM","110000000","112500000","112504000","1","Poblacion","San Salvador Street","0 0","0 0","0 0","0919 8142232","0 0","0"
"1101562","Davao Oriental Academy",,"Melvin Morete Paul ","110000000","112500000","112510000","2","Iba","Purok 3","0 0","0 0"," "," 0906922"," ","www.doaacademy.0fees.net/www.doacademy.tk"
"1101563","Immaculate Heart of Mary Academy","n/a","Gloria Prado Chiang -","110000000","112500000","112509000","2","Central","Quezon","87 3883232","0 0","87 3884056","0921 4578218","0918 5639336","n/a"
"1101564","Lyceum of Lupon Davao Oriental Inc.",,"JULIETA A MAGLINAB ","110000000","112500000","112507000","2","Lupon","Aguinaldo St.","0 0","0 0"," "," "," ",
"1101565","Maryknoll High School of Sigaboy, Inc.",,"JOEL AVENIDO SAYSON DCM","110000000","112500000","112506000","2","POBLACION","SIGABOY, DAVAO ORIENTAL","0 0","0 0"," ","63 0949621","63 0905854",
"1101566","Maryknoll School of Lupon",,"Ma. Domitilla Bene Sendino O.P.","110000000","112500000","112507000","2","Poblacion","Kambing Baratua ","87 8082047","0 0","87 8082047","0919 6733579","0 0","http://maryknollschooloflupon.blogspot.com"
"1101567","Agro-Industrial Foundation College of the Philippines",,"SUZANNE ROSE SEPANTON DURAN MAED","110000000","112400000","112402000","2","76-A","Bolton Riverside Ecoland Matina Dvo. City","82 2939948","82 3030377"," "," 0905735"," 0946005","agrocollege @yahoo.com"
"1101568","Assumption College of Davao Inc. (Day)","-","FE QUIJADA EMUY MAEd","110000000","112400000","112402000","2","Wilfredo Aquino","J.P. Cabaguio Avenue","82 2250720","82 2250721","082 2214726","0908 9379049","- -","www.assumptiondavao.edu.ph"
"1101569","Assumption College of Davao Inc. (Night)",,"Fe Quijada Emuy MAEd","110000000","112400000","112402000","2","Wilfredo Aquino, Agdao","J.P. Cabaguio Avenue","82 2250720","0 0","082 2214726","0929 6059250"," ","www.assumptiondavao.edu.ph"
"1101570","Brokenshire College",,"Josabeth Maraña Dumanig ","110000000","112400000","112402000","2","Madapo","Madapo Heights","222 8667","0 0","227 3538"," "," ","www.brokenshire.edu.ph"
"1101571","Brokenshire College (Toril Campus)","n/a","CHERRIE N. PANIAMOGAN ","110000000","112400000","112402000","2","Toril","Lubogan","82 2912556","0 0","82 2912512","0928 3232892","n/a n/a","n/a"
"1101572","Davao Central College, Inc.",,"EUFRONIO SALABAO SANORIA SR.","110000000","112400000","112402000","2","Daliao, Toril","Juan Dela Cruz St.,Toril","82 2911882","82 2912053"," "," "," ","www.dcc.edu.ph"
"1101573","Davao Chong Hua High School","Davao Central High School","Florita Chavez Saracanlao ","110000000","112400000","112402000","2","13-B","Sta. Ana cor. J. P. Laurel Avenue","82 2274254","82 2272051","82 2212031"," "," ","dcenhs.org"
"1101574","Davao Christian High School, Inc.",,"Franelli Cachola Pableo ","110000000","112400000","112402000","2","12-B","V. Mapa Street, 8000 Davao City","82 2229500","0 0","82 2212292"," "," ","www.dchs.edu.ph"
"1101575","Davao Wisdom Academy Inc.",,"LUZMINDA O ONOR Ed.D","110000000","112400000","112402000","2","Brgy. 19-B","F. Torres St.","82 2250164","0 0","082 2224225","0917 3036715","0918 6971092","www.davaowisdom.org"
"1101576","EMAR Learning Center, Inc.",,"Ma. Lita  Anayon Montalban ","110000000","112400000","112402000","2","Matina","Mc Arthur  Highway","82 2730150","82 2732878"," "," "," ","on process"
"1101577","Holy Cross Academy of Sasa",,"Ma. Florenda C. Mesiona TDM","110000000","112400000","112402000","2","Sasa","Km. 9, Sasa","82 2343385","82 2350409"," ","0918 7029108","0920 7096695",
"1101578","Holy Cross College of Calinan, Inc.","Holy Cross of Calinan","Ma. Corazon C Sunga ","110000000","112400000","112402000","2","Calinan","Datu Abeng Street","82 2950797","0 0","082 2950145"," "," ",
"1101579","Holy Cross of Agdao, Inc.","Holy Cross of agdao, Inc","Ma.Concepcion Egloria Mendez, TDM","110000000","112400000","112402000","2","San Antonio","R. CASTILLO ST. AGDAO DAVAO CITY","224 822","226 3656","224 0822"," "," ",
"1101580","Holy Cross of Bunawan","Assumption Academy of Bunawan","Ma. Lydia Gabule Famor TDM","110000000","112400000","112402000","2","Bunawan",,"82 2360008","82 2360581","82 2360581","0927 4656195","0919 8095662",
"1101581","Holy Cross of Davao College, Inc.","Holy Cross Academy","Jean A. Legaspi ","110000000","112400000","112402000","2","Aquino","SOS Drive, Bajada, Davao City","82 2215362","82 2276980","082 2276980","0925 7993866","0925 7993866",
"1101582","Holy Cross of Mintal, Inc.",,"EDILHYNIE M. JAMBANGAN ","110000000","112400000","112402000","2","Mintal",,"82 2931109","82 2930172","82 2930172"," "," ",
"1101583","International Christian School of Davao, Inc.",,"Arsenia Gomez Zanoria -","110000000","112400000","112402000","2","Talomo","Km. 7 Central Park Gate, Bangkal","82 2970784","0 0","082 2962779","0932 8710240","0917 7171942",
"1101584","MATS College of Technology",,"CLEMENCIA S. CAÑAMO ","110000000","112400000","112402000","2","DUTERTE","R. CASTILLO ST. AGDAO DAVAO CITY","82 324","0 0","082 2216225","082 0919680"," ",
"1101585","Saint Therese College of Science and Technology, Inc.","MATS College of Technology","Daisy  N. Concepcion MAEd.","110000000","112400000","112402000","2","Sasa","Old Airport Bangoy","82 321","0 0"," ","0929 9779507"," ",
"1101586","Mindanao Christian Foundation College and Seminary, Inc.","Davao Bible Seminary, Inc.","Noemie Bayog Seblos -","110000000","112400000","112402000","2","Catalunan Pequeño","Davao-Bukidnon Road","82 2930241","0 0","082 2930241"," "," ",
"1101587","Our Lady of Fatima Academy",,"Ma. Preciosa M Rusiana RVM","110000000","112400000","112402000","2","24-C","Fatima Street","82 2274162","82 2274880","82 2274162","0919 9622343","0919 2791385","none"
"1101588","Philippine Women&#39s College of Davao",,"REYNALD ALBASIN JAPAY ","110000000","112400000","112402000","2","Matina","Juna Subdivision","82 2978035","0 0","82 2993339"," "," ",
"1101589","Rizal Memorial Colleges, Inc.",,"Josefina Garcia Jover ","110000000","112400000","112402000","2","7-A","Lopez Jaena ","82 3007173","82 2242345"," ","0928 5527105"," ","www.rmcdavao@yahoo.com"
"1101590","Saint Peter\'s College of Toril. Inc.","Saint Peter's High School","Cristy Quiamco Efondo ","110000000","112400000","112402000","2","Crossing Bayabas","Mac Arthur Highway","82 2910257","82 2912007","02 2910257"," "," ",
"1101591","Southern Philippines Polytechnic College, Inc.",,"Isabelita G. Calunsag ","110000000","112400000","112402000","2","Salud","Salud","82 3243966","0 0"," "," "," ",
"1101592","Thompson Christian School",,"Henry Talaogon Braganza -","110000000","112400000","112402000","2","7-A","Lopez Jaena Street","82 2214564","82 2264095"," ","0910 9726629"," ","www.thompsonchristianschool.net"
"1101593","University of Mindanao",,"Genelyn Rosendo Sanico ","110000000","112400000","112402000","2","Matina Campus",,"82 3005456","0 0","082 305-0637","0925 5230725","0946 5914141","n/a"
"1101594","University of the Immaculate Conception","Immaculate Conception College","MERLITA BAGAPORO SABATE,  RVM","110000000","112400000","112402000","2","Bajada","Bajada","82 2222320","82 2220703","82 2262676"," "," ","www.uic.edu.ph"
"1201595","Carmen Academy College of Science and Technology","Carmen Academy Asia International College of Science and Technology, Inc.","Prince Carmel F Acosta ","120000000","124700000","124702000","1","POBLACION","SAYRE HIGHWAY","0 0","0 0","N/A N/A","0999 9451678","0906 6338887","carmenacademy.webs.com"
"1201596","I-Link College","Caxton College of Technology","ERLINDA ROMASANTA PASTORES ","120000000","124700000","124709000","1","Poblacion 8","Uptown Crossing, National Highway","64 2298546","64 2295222","64 2298045"," ","0921 9622508",
"1201597","Kabacan Wesleyan Academy","Wesleyan Early Childhood Learning Center","Rosalita P. Rabia -","120000000","124700000","124703000","1","Poblacion","Abellera Street","64 577","0 0","0 0","+63 907-477","+63 977-211","none"
"1201598","Katingawan Adventist Academy","Katingawan Adventist Academy","Teresita Pineda Reyes ","120000000","124700000","124709000","1","Poblacion 8","-","64 2297644","64 2297644","- -","0921 3866125","0921 3866125","-"
"1201599","Mindanao Christian Institute, Inc.",,"Danilo J. Fernandez ","120000000","124700000","124705000","1","Barongis",,"0 0","0 0"," ","0926 2691370"," ",
"1201600","Mindanao Islamic Foundation Polytechnic College, Inc.",,"Abdul S. Tangkli ","120000000","124700000","124712000","1","Batulwan","National High Way Batulawan,Pikit, cotabato","0 0","0 0"," ","0907 4716571","0905 6576869","https://www.facebook.com/pages/Mindanao-Islamic-Foundation-Polytechnic-College/618022258221310?ref=hl"
"1201601","North Cotabato Academy",,"RONALD S. SABERON ","120000000","124700000","124711000","1","Kimarayag",,"0 0","0 0"," ","0909 2044094"," ",
"1201602","Notre Dame of Genio Edcor, Inc.","Notre Dame of Edcor","MARIA CLARITA CAMBEL SALANATIN O.N.D.","120000000","124700000","124701000","1","Mirasol","Notre Dame Avenue","0 0","0 0"," ","0939 9358401"," ","n/a"
"1201603","Notre Dame of Kabacan","NOTRE DAME OF KABACAN","DAHLIA TIAMA LUMACANG ","120000000","124700000","124703000","1","Poblacion","Bonifacio Street","64 5726031","64 5726032"," ","0919 3057028","0920 5494147",
"1201604","Notre Dame of Libungan",,"Anita C Ceballos ","120000000","124700000","124705000","1","Cabpangi",,"64 229","0 0"," ","0915 4365637"," ",
"1201605","Notre Dame of Midsayap High School (Day)",,"MARIA SARAH DACILLO MORILLO ","120000000","124700000","124709000","1","Poblacion 5","Quezon Avenue","64 2298455","64 5214264","064 521 9878"," "," ","http//www.ndmc.edu.ph"
"1201606","Notre Dame of Midsayap High School (Night)","Notre Dame of Midsayap College-High School Department Weekend Class","MARIA SARAH DACILLO MORILLO -","120000000","124700000","124709000","1","Poblacion 5","Quezon Avenue","64 2298455","64 2299293","064 521-9878"," 0927343"," 0977802","http//www.ndmc.edu.ph"
"1201607","Notre Dame of Pigcawayan, Inc.","N/A","Ailene D. Silubrico ","120000000","124700000","124711000","1","Pob. 3","Notre Dame Avenue","64 2293204","0 0","N/A N/A","0916 1697325","0925 7029363","N/A"
"1201608","Notre Dame of Pikit",,"Maria-Palma Tiozon Ronquillo OND","120000000","124700000","124712000","1","Poblacion","Notre Dame Drive","0 0","0 0","0 0","0946 8883590","0999 4834812","none"
"1201609","Our Lady of Wisdom Academy",,"Pamfila R. Gorreon ","120000000","124700000","124709000","1","Poblacion 1","Pioneer St.","0 0","0 0","0 ","0930 3089144","0 0",
"1201610","Saint Luke&#39;s Institute",,"Felicitas Dagaas Caling ","120000000","124700000","124703000","1","Poblacion","Rizal Avenue","64 5721130","0 0","064 572 2130","0919 4542401","0932 3290305",
"1201611","Saint Mary\'s Academy","Notre Dame of Midsayap for Girls","TERESITA C SALANATIN, RVM","120000000","124700000","124709000","1","Pob. 2","Sto. Nino Street","64 2298681","0 0"," "," "," ",
"1201612","Southern Christian College",,"Dana Sue U Rojo ","120000000","124700000","124709000","1","Poblacion 5","Quezon Avenue","64 2298323","64 2299731","064 2298323","0947 7399052","0946 3420724","Southernchristiancollege.edu.ph"
"1201613","Arakan Valley View Academy, Inc.",,"Ailene  Milla  Macativo  ","120000000","124700000","124713000","2","Poblacion","SDA Compound","0 0","0 0"," ","0930 6934528","0930 6934528",
"1201614","Central Mindanao Colleges (Day)",,"FIDEL B. LADRA -","120000000","124700000","124704000","2","Poblacion","Osmeña Drive","64 278","64 288","064 288-5038","0907 624-649","0915 410-074","n/a"
"1201615","Central Mindanao Colleges (Night)",,"Fidel B LADRA ","120000000","124700000","124704000","2","Poblacion","Osmeña  Drive","64 2881708","64 2885038"," ","0907 2388348","0920 4633869","n/a"
"1201616","Greene Academy, Inc.",,"MILA PERALTA TIOAQUEN ","120000000","124700000","124707000","2","San Vicente",,"0 0","0 0"," ","0910 5056689","0909 5379542",
