"schoolId","shortName","name","email","oldName","principal","region","province","city","street","telNo","cellNo","fax","website"
"403308","VYP MSC HIGH SCHOOL","VYP Management Systems Consultants Institute of Technology Inc.","msc@msc.edu.ph",NULL,"Lerma S. Prudente","4","434","43424","San Gabriel","5465351","09175002215","5626006","msc.edu.ph"
"405008","SIA","St. Isidore Academy of Bukidnon, Inc. Sinanglanan","chronicle_rose@yahoo.com",NULL,"MR. CASIANO H. MIRAS","10","1013","101312","Purok 1, Sinanglanan, Malaybalay City","088-813-4124","09269671444",,
"400596","BMSI","Bataan Montessori School, Inc.","bataanmontessorischool@yahoo.com",NULL,"Rodolfo J. Caberoy","3","308","30803","Maluya Cor. A, Banzon St.","237-5009",,"237-5010",
"402181",,"St. John Fisher School","st.johnfisherschool@yahoo.com",NULL,"Mrs. Luzviminda O. Ramirez","4","421","42109","Buhay na Tubig","(046)477-3281/(046)573-2869","0905-409-0803/09956781737","(046)477-3281",
"403750","JLSCC","Jesus The Loving Shepherd Christian College (Tigaon)","lovingshepherdtigaon@yahoo.com",NULL,"Mrs. Ofelia B. Casiles","5","517","51736","Talojongon","(054)-884-9436","09098875498","N/A","NONE"
"407180",,"Christ's Ambassadors Christian Academy","ilovemycaca@gmail.com",NULL,"Basilisa H. Bartolome","13","1375","137504","4599 Chico St., Santolan Road","443-19-91","n/a","n/a","www.cacadem.com"
"600042","URSMorong- SHS","University of Rizal System - Morong Campus","shsmorong@urs.edu.ph",NULL,"Eugene Tia","4","458","45809","J. Sumulong St.","653-1735","09172748171",,"www.urs.edu.ph"
"404633","QMIS","Quezon Memorial Institute of Siquijor, Inc.","qmis_2011@yahoo.com",NULL,"Jesiel M. Mandaguit","7","761","76106","Canal, Siquijor, Siquijor","(035) 480-9086","09358361352","None","None"
"407110",,"Augustinian Abbey School","augustinianabbeyschool@ymail.com",NULL,"Virginia L.Penafuerte","13","1376","137601","Licaros cor. Sequiat St. BFRV","875-1944",,"875-1944",
"403042","SHCSC","Sacred Heart Catholic School of Cainta","sacredheartcsc@yahoo.com",NULL,"Mrs. Celedonia C. Villones","4","458","45805","0155 St. Louie Ave., Brookside Hills Subd.","655-8006 / 656-8471","09227369703","655-8006","n/a"
"402431","HIJP","Holy Infant Jesus of Prague Catholic School","felisaabudahijp@yahoo.com",NULL,"Felisa D. Abuda","4","434","43403","St. Francis 7, San Antonio, Binan, Laguna","(049) 511-3739","09124077388","(049) 511-3739","n/a"
"403473","RSDAA","Roxas Seventh-Day Adventist Academy Inc.","roxassda.academy@yahoo.com.ph",NULL,"Minda J. Rallos","17","1752","175212","Palayan St.","043-474-0845","0917-726-1208","0","n/a"
"404295","BUA","Bien Unido Academy, Inc.","bua_liberty2@yahoo.com",NULL,"Febe A. Autida","7","712","71248","Liberty,Bien Unido","n/a","09215540230","n/a","n/a"
"407350","DLSZ-BRafeNHS","De La Salle Santiago Zobel-Br. Rafael Donato Night High School","bumanglagje@dlszobel.edu.ph",NULL,"Dr. Evelyn M. Agcaoili","13","1376","137603","University Ave., Ayala Alabang Village, Muntinlupa City","771-3579 loc.792","09175638891","809-1840","www.dlszobel.edu.ph"
"400104","none","CICOSAT Colleges","cicosatc@yahoo.com",NULL,"DR. JACQUELINE ABELLA DACIEGO","1","133","13314","Lingsat","072- 242- 26-98","none","072-607 1118","none"
"400311",,"St. Therese College Foundation","teresyanoako@yahoo.com",NULL,"Armand F. Magleo","1","155","15532","Palaris St., San Carlos City, Pangasinan","(075) 955-5370",,"(075) 955-5400",
"400424",,"Nansing School","Nansingschool@gmail.com",NULL,"Marlon J. Coloma, MAEd.","2","231","23108","74 T.Dalupang St. Cauayan City","(078) 652-2040",,"(078) 652-2040",
"400644",,"Bataan Christian School","bataan.christian.school.inc@gmail.com",NULL,"Nenita A. Apolinario","3","308","30811","Panilao","(047) 2377030/2374488/7914459","09192281427/09189577732","(047) 2377030","www.bcs.edu.ph"
"400678","LACA","Living Angels Christian Academy","laca_secretariat@livingangels.edu.ph",NULL,"Jasmine S. Ramos","3","314","31403","Villangca Village II, Sto. Cristo., Baliwag, Bulacan","044-7660574 / 308-0151","0933 407 6117","044-7660574",
"400680",,"Montessori De Sagrada Familia","buenaventura_aurora@yahoo.com",NULL,"VILMA C. DELA CRUZ","3","314","31403","B.S. AQUINO AVENUE","(044)766-1313","0917-667-7438","(044)766-1714","www.mdsf.edu.ph"
"400886",,"Colegio de Immaculada Concepcion","colegiodeimmaculaadaconcepcion21@yahoo.com",NULL,"Imelda J. Soliman","3","314","31417","Mataas Sampalok, Plaridel, Bulacan","044-663-5988","0943-7096813",,
"400929","SMSM","School of Mount St. Mary, Inc.","ajhecmhel1516@gmail.com",NULL,"AURELIA S.CRUZ","3","314","31421","GUILLERMA VILL. OLD STA.RITA, SAN MIGUEL, BUL","764-2117","09776811820","764-0228",
"400945","ECCAT","Early Christian College of Arts and Technology, Inc.","early.christian@yahoo.com",NULL,"Dr. Gilda R. de Vera","3","314","31423","R. Mercado St., Macaiban, Poblacion","044-7690792/ 641-4328","09067113876","n/A","www.ecs.net.ph"
"400975",,"St. Vincent Learning Academy","viols23@yahoo.com.ph",NULL,"Ms. Violeta M. Guerrero","3","314","31423","649 Central, San Vicente, Sta. Maria, Bulacan","044-8153688","09330122727",,
"401118","DWS","Divine Wisdom School of Palmayo, Inc.","divinewisdom_97@yahoo.com",NULL,"Corazon F. Roque","3","354","35406","Blk. 30",,"09213545040/ 09504442048",,
"401120","MBC","Megabyte College, Inc.","rosilynjmanalac@yahoo.com",NULL,"Dr. Filipinas A. Buenarte","3","354","35406","Mabical, Floridablanca, Pampanga","(045)9700588","09213928693","(045) 9700588",
"401169",,"Magalang Christian Ecumenical School, Inc.","mcesi.school@gmail.com",NULL,"Ms. LESLIE T. MALIT","3","354","35411","Marbea Subd., Sta. Cruz, Magalang, Pampanga","(045) 866 1905 / 3130",,,
"401171","SNA","St. Nathanael Academy","sna_aasp@yahoo.com",NULL,"Rev.Fr.Elmer G. Dizon","3","354","35411","San Nicolas 1","045-435-1952","09323798626",,
"401288","SMS","St. Michael School of Sta. Cruz,Zambales,  Inc.","vicmisola@msn.com",NULL,"Mr. Victor M. Misola","3","371","37113","SC Building Poblacion South, Santa Cruz","none","09159680524 / 09175553972","none",
"401355","LMHMC","Little Merry Hearts Montessori Center","littlemerryhearts@gmail.com",NULL,"Erlinda D. Eliquin","3","349","34903","Mulawin 1","(044) 808-2778","09778228870 / 09369238526","(044) 463-2001","www.lmhmc.net"
"401363","SLAMHSC","St. Louis Anne Montessori High School & Colleges, Inc.","saintlouisannemontessori@yahoo.com",NULL,"Concepcion A. Maglatang","3","349","34903","Bangad","(044)960-8469","09434580712","329-0071","none"
"401413","ECAI","Ebenezer Christian Academy, Inc.","ebenezer_95@yahoo.com",NULL,"Maria Cecilia Robes-Racha","3","314","31420","Sto. Cristo San Jose del Monte Bulacan","n/a","09175342332","n/a","n/a"
"401489","N/A","YVERDON DE PESTALLOZI SCHOOL, INC.","ydpsedu@ymail.com",NULL,"MRS. AMELIA S. DOVERTE","3","314","31420","IGAY RD., STO. CRISTO, CITY OF SAN JOSE DEL MONTE, BULACAN","(044) 307-33-81","+639167553992","n/a","n/a"
"401661",,"Almond Academy Foundation, Inc.","almondacademyfoundationinc@yahoo.com",NULL,"Dena Lyn Montecillo Mandocdoc","4","410","41028","None","(043) 784-6916","09089394726/09064330840","(043) 784-6916",
"401968",,"Jabez Christian School","jcs@cgm.ph/jabezchristianschool@yahoo.com/",NULL,"ALISON C. DULGUIME","4","421","42106","KM. 36, GOV. DRIVE","(046) 973-1375","09053050260",,
"401972",,"Jesu Mari School","jesumarischool@yahoo.com",NULL,"Belen B. Jove","4","421","42106","B2 & 22Lot 1-4 PhV San Marino East  Bo. Salawag","0","09479920579/09995127576","0","0"
"401997",,"Mahonri Academy & Science HS","mahonri.academy@yahoo.com",NULL,"ALICIA V. VISTA","4","421","42106","Ph.3 Mabuhay Homes 2000","046-435-84-74","09193292303","n/a","n/a"
"402029",,"Saint Jude Academy of Dasmariñas","stjudeacadofdasma@yahoo.com",NULL,"Elsa Sico-Cayco,Ph. D.","4","421","42106","Amuntay Rd., City of Dasmariñas, Cavite",,"09491368210 / 09215992090",,
"402059",,"Vel Maris School, Inc.","velmarisschool@gmail.com",NULL,"Dr. Amalia V. Angeles","4","421","42106","Km. 30 Aguinaldo Highway","(046)416-3272","n/a","(046)416-4563","n/a"
"402226",,"Kurios Christian Colleges Foundation, Inc.","kccf_97@ymail.com",NULL,"Cristy B. Salcedo","4","421","42112","Bendita I","none","0915-6872195","none","none"
"402235",,"Mendez Christian Academy, Inc.","mendez_christianacademy@yahoo.com",NULL,"Mrs. Lolita B. Romao","4","421","42114","Asis III","(046) 861-0052","0922-811-1707","(046) 861-0052","none"
"402241","ADSAI","Abeniano Delos Santos Academy, Inc.","adsai1997@gmail.com",NULL,"Dr. Enriqueta A. Delos Santos","4","421","42115","Ibayo Silangan, Naic, Cavite","(046) 412-1595","0999-990-5754 / 0917-551-5611",,
"402329",,"Holy Nazarene Christian School & SPED Center of Cavite","holynazarene@yahoo.com",NULL,"Teodora F. Nazareno","4","421","42120","101 Nazarene Cmpd.Mulawin,Tanza","(046) 437 2750/ (046) 852 4375","0922 894 8829","(046) 437 2750","www.HNCS _Tanza"
"402397","none","University of Perpetual Help System-GMA","uphsgma_bed@yahoo.com",NULL,"Dr. Susana C. Bautista","4","421","42123","San Agustin Street","02-519-4100","0917-3857124","02-519-4100","www.uphsl.edu.ph"
"402539",,"South Hill School Inc.","info_shsi@yahoo.com.ph",NULL,"Carmencita T. Nolasco","4","434","43411","IPB ROAD, PUTHO-TUNTUNGIN, LOS BAÑOS, LAGUNA","(049)536-5465",,"(049)536-5465",
"402674","LBASS","Laguna BelAir Science School","lbasinfo@yahoo.com",NULL,"Mrs. Michelle B. Zeta","4","434","43428","Laguna Belair Drive, Laguna Belair Subd. , Sta. Rosa City, L","049-541-0404","09175754874","541-0403","lagunabelairschool.com.ph"
"402680",,"Meridian Educational Institution","meridian2009@ymail.com",NULL,"Cleofe S. Janiola","4","434","43428","Blk 2 lot 4 Ph4D Goden City Subd","049-534-3926","09084033287",,
"402688",,"Queen Anne School of Sta. Rosa","qaseduc@gmail.com",NULL,"Mrs. Aster B. Atutubo","4","434","43428","Sta. Rosa Homes, Dita","0495020370","09433537374",,
"402896",,"Infant Jesus Academy","info@ija.edu.ph",NULL,"Janet B. Guzman, MAEd.","4","458","45802","NHA Avenue, Bagong Nayon II","(02)6474790, (02)6474883","09173719606, 09274732205","(02)6474883","www.ija.edu.ph"
"402948",,"St. John's Wort Montessori School of Antipolo","arlene.daniel@sjwms.edu.ph",NULL,"Arlene Y. Daniel","4","458","45802","#30 M.L. Quezon Avenue Extension, Nayong Silangan Subdivisio","(02)6973125","09154646170","(02)6973125",
"403215",,"Lipa Montessori School of Learning, Inc.","lipamontessori97@yahoo.com",NULL,"Jean A. Salavante","4","410","41014","Transville Homes Subd., Banaybanay, Lipa City, Batangas","043 - 404-0727","09336254892","043 - 404-0727",
"403248","ISBB","International School for Better Beginnings","tlc_isbb@yahoo.com",NULL,"Elizabeth Reyes-Enverga","4","456","45624","Moscow Ext. Phase 4-B","(042) 373-0993","n/a","n/a","www.isbb.educ.ph"
"403261",,"Saint Philomena School, Inc.","saintphilomenaschool@yahoo.com",NULL,"Irma A. Arias","4","456","45624","Sampaguita St.","(042) 710-2741","n/a","660-7635","n/a"
"403354","NMMA","North Marie Montessori Academy, Inc.","nmmacademy@gmail.com",NULL,"GENEROSA B. MENDOZA, Ed.D.","4","434","43405","-",,"09292939506",,
"403721",,"Sto. Domingo Institute","mercedeselegado@yahoo.com",NULL,"Esperanza A. Hallare","5","517","51723","Pagbobongon","054-244-1134","09196797493",,
"404014","IKGCAInc.","Iloilo King of Glory Christian Academy Inc.","ikgcainc97@yahoo.com",NULL,"Ptra. Eunice M. Morato","6","630","63019","Villa Paterna Subdivision","(033)397-0360","09196854742","n/a","n/a"
"404287","HFNS","Holy Family of Nazareth School of Tubigon, Bohol Inc.","nansky_2015@yahoo.com",NULL,"Sr. Judy Marie V. Balladares, CSFN","7","712","71245","Nazareth Road","038-5088236","09172068151","038-5088236",
"404323",,"Mother Mary's Children School","mothermarys_childrenschool@yahoo.com",NULL,"Marcelo P. Cabalquinto","7","722","72214","Dapdap, Poblacion III, Carcar City, Cebu","032 - 4878927",,"032 - 4878357",
"404501","MZED","M-Zed Christian School","mzedchristianschool@gmail.com",NULL,"Cecile B. Zerda","7","722","72217","#7 Quarter St., Horseshoe Hills, Banawa, Cebu City","2545671","09173218777",,"mzedchristianschool.com"
"404651",,"Holy Trinity College, AR of Alangalang, Leyte, Inc.","holytrinitycollege_11@yahoo.com",NULL,"Sr. Ridelia Tinga , AR","8","837","83702","Mudboron, Alangalang, Leyte","(053) 331-5572","09173245572","(053) 331-5572",
"404764","HFCSF","Holy Family Center of Studies Foundation, Inc.","holyfamilycenterofstudies@yahoo.com.ph",NULL,"Fr. Artemio L. Navales","8","848","84811","Sisters","None","09214157784 / 09077084565 / 09093618524","None","None"
"404926","BCDC","Bethany Child Development Center","rosegahisan@gmail.com",NULL,"Mrs. Rose Vick T. Gahisan","9","973","97332","Dr. Brilliantes Compound, Sta. Maria, Zamboanga City","991-0377","0926 5294 542","n/a","n/a"
"404934",,"ICAD Filipino Turkish Tolerance School","www.toleranceschool_97@yahoo.com",NULL,"Mrs. Maria Joven Tan","9","973","97332","Pitogo","(062) 926-0708 / 926-3758","0917-711-2010","n/a","www.toleranceschool.com"
"405613",,"Rock Valley Christian College Foundation, Inc.","rockvalley@rocketmail.com",NULL,"Lucia M. Banac","12","1247","124707","034 Dao St.","064-572-2126","09090051751/09078252091","n/a",
"405797",,"Antonio R. Pacheco College, Inc.","ar_pacheco_college@yahoo.com",NULL,"Norhatta B. Ulogan","12","1298","129804","San Gregorio Ext., Kimpo Subd., RH 12, Cot. City","421-20-61","09399044526","421-20-61",
"406209","BAA","Baguio Achievers' Academy","baguioachievers@yahoo.com",NULL,"LINDA C. ORDUÑA","14","1411","141102","15 S. Laurel Street","074 4422853","09175134778","074 4422853","none"
"406390",,"Philippine Buddhacare Academy","budacare@yahoo.com",NULL,"Mrs. Elizabeth C. Co","13","1374","137404","10-12 Don Pepe St. Sta. Mesa Heights","731-7381/410-6193","n/a","731-7381","n/a"
"406411",,"Glendale School, Inc.","admin@glendaleschoolonline.com",NULL,"Marilou R. Juachon-Panlilio,PhD","13","1374","137404","Annex: 11 Saint Benedict Street","9201461,  9272161, 4544344","+639228551008","none","www.glendaleschoolonline.com"
"406559",,"St. Anthony de Padua School Learning School (Batasan)","roysulat@yahoo.com",NULL,"Elizabeth K. Buyayo","13","1374","137404","129 Senatorial","428-8430","09494784538","428-2911","N/A"
"406599",,"JCSGO Christian Academy","jca_cubao@yahoo.com.ph",NULL,"CYNTHIA  C. GENON","13","1374","137404","156 15TH AVE.CUBAO Q.C.","4398505","09123774528","9957735",
"406605","GLCA","Gospel Light Christian Academy","glcaofqcinc@gmail.com",NULL,"Edwin C. Gines","13","1374","137404","23 Matahimik St., Brgy. Malaya, Quezon City","9202408","09162877089","9202408 loc. 110",
"406686","SPCC","Systems Plus Computer College","spcc_regs@yahoo.com.ph",NULL,"DR. EDWIN B. BUNAO","13","1375","137501","141-143 10TH AVE., BET., 6TH & 7TH STS","02-365-4743",,"02-364-4320",
"406717",,"St. Clare College of Caloocan",,NULL,"Dr. Clarita G. Adalem","13","1375","137501","Old Zabarte Road., Camarin, Caloocan City","9621643",,"9621643",
"406740","SBSN","St. Benedict School of Novaliches, Inc.","sbsn@sbsn.edu.ph",NULL,"Mr. EMMANUEL C. FABELLA","13","1375","137501","1037 Congressional Rd., Clamor Compd., Bagumbong, Novaliches","962-6513 / 577-6700 / 209-8170","0917-866 7276 / 0932-889 7276","937-5160","http://sbsn.edu.ph"
"406784",,"Charis School, Inc.","charis.school@gmail.com",NULL,"Grace B. Sapit","13","1374","137402","Scarlet St,. Bonita Homes Subd., Marikina City","9482948/9400684",,,
"407070",,"United Christian Academy, Inc.","pastor_james_sy@yahoo.com",NULL,"Rev. James C. Sy","13","1376","137604","17 Highlight St., Area 4, Fourth Estate Subd., Dr. A. Santos","820-7764 / 748-8776","09209235542","820-7764","www.uca.ucf-tv.com"
"407179","Charis","Charis Christian School of Val., Inc.","lim.romeo98@ymail.com",NULL,"Annalyn D.C. Lim, MAEd","13","1375","137504","11 Mulawinan St. Lawang Bato","(02) 445-78-61/(02) 332-0897","0917-8999814","(02)-445-78-61","charischristiansch.wix.com/ccsvi"
"407328",,"Muntinlupa Cosmopolitan School","mcs2012@ymail.com",NULL,"Mrs. Ma. Concepcion R. Tepaurel","13","1376","137603","1 National Road Putatan, Muntinlupa City","02-862-3006","09175221953","861-33-59","mcs2012@ymail.com"
"407366",,"Saint Francis of Assisi College","sfacalabang96@yahoo.com.ph",NULL,"Aida L. Javier, Ed.D.","13","1376","137603","19 Ilaya St., Alabang Muntinlupa City","807-8010/ 478-5398","09176267863","807-8010","n/a"
"419509",,"Bestow Emmanuel College Foundation, Inc.","glimpseme2002@yahoo.com",NULL,"Criselda B. Castro","3","354","35409","Sitio Baluarte, Dapdap,",,"09193728079",,
"428509","UPHSD-Calamba Campus","University of Perpetual Help System Dalta-Calamba Campus","myra.marana@perpetualdalta.edu.ph",NULL,"Dr. Arnaldo S. De Guzman","4","434","43405","National Hi-Way, Calamba City","(049) 834-1159","09228189131","(02)520-8875","www.perpetualdalta.edu.ph"
"439501","none","Guimaras Baptist Academy, Inc.","gba062001@gmail.com",NULL,"Fabiolarita T. Tallo, Ph. D.","6","679","67902","Capitol View Subd.","a","09065569451","a","a"
"482522","Falcon School","Falcon School, Inc.","falconians.flc@gmail.com",NULL,"Pacita R. Balatbat","13","1374","137404","Dahlia Ave. Fairview Park Subd., West Fairview, Quezon City","939-5848","n/a","939-5848","n/a"
"402352","DGA","Dei Gracia Academy","deigraciacademy@yahoo.com",NULL,"Matias O. Cusay","4","421","42122","La Trinidad Subd., Brgy. Cabuco, Trece Martires City","(046) 686-3092","0917-300-5057/ 09255539877","none","none"
"402411","JSCCS","Jehovah Shammah Christian Comm. School - Main","jsccs_belle@yahoo.com.ph",NULL,"Bella G. Gregorio","4","434","43402","645 Zennia","049-543-8418","09178766242",,
"404187","SIISI","Santa Isabel International School Inc.","SIIS_Iloilo@yahoo.com",NULL,"Nelson A. Pomado, Ed. D.","6","630","63022","Q. Abeto","33-5082010 / 33-3213034","09177217536","33-3213034",
"405022","PCC","Philippine Countryville College","mathdaw@gmail.com",NULL,"Gordon Medina Torres","10","1013","101315","Purok 2B Sayre highway, Panadtalan","0882385305","09186551244/09088723125","0882385305","www.philcomcollege.edu.ph"
"401002","SACST","St. Anthony Center of Science and Technology, Inc.","sccs97@yahoo.com",NULL,"Gregoria B. Bautista","3","349","34910","BONIFACIO STREET",,"09399020276",,"none"
"402350","CSR","Colegio de Santa Rosa","colegiodesta.rosatrece@yahoo.com",NULL,"Sr. Celerina C. Hifarva, AR","4","421","42122","-","046 419 2568","0919 261 0545","n/a","none"
"402992",,"Raises Montessori Academe, Inc. (Binangonan)","raises_montessori@yahoo.com",NULL,"Caridad P. Ravanzo","4","458","45804","1320 Man-Rey Ville","651-0244 / 295-3655","09228145194","651-0244","www.raises-edu.com"
"403121","DCJS","Divine Child Jesus School","divine_child _jesus_school@yahoo.com",NULL,"Juliet Palavino","4","458","45813","1 Sodalite St. Golden City Subdivision","6581751 / 6581799","09178397761","6581751",
"403278",,"West Greenville Laguna Colleges, Inc.","lolitaguevarra20@yahoo.com",NULL,"Mrs. Lolita M. Guevarra","4","434","43424","Sofia Brucal Greenvalley Subd.","5032130","09093118116","N/a",
"401851",,"St. Vincent de Paul College","stvincent_bc@yahoo.com",NULL,"Jesus T. Agbuya","4","421","42103","Bagtikan St., Meadowood Executive Village, Bacoor, Cavite","(046) 571-1988","0917-8516566/0919-2920930","(046) 571-1988","stvincent_bc@yahoo.com"
"404385",,"Campillo Progressive School, Inc.","cpsi_camotes@yahoo.com",NULL,"Nena K. Arnado","7","722","72242","Magcapatag",,"09304595394 / 09164143670",,
"401535","401535our1","Our Lady of Ransom Catholic School","olrcs@yahoo.com",NULL,"Sr. Imelda M. Enriquez, O.P.","3","369","36916","Mangga I","(045)982-06-64",,,
"402717","QECI","Quezonian Educational College, Inc.","qecatimonan@yahoo.com.ph",NULL,"Maria Aurora A. Tamayo","4","456","45603","Dr.  Ramon Soler","042 3164129","09175604818","042 3164129",
"404288","SIT","Salus Institute of Technology","sittubigonbohol.yahoo.com",NULL,"Salvador R.Caberte","7","712","71245","Palapar Street","(038)508-9531","09064762812","None","none"
"405409",,"Sta. Maria Institute, Inc.","sta.mariainstitute,inc.@yahoo.com",NULL,"CAYETANA O. DALIPE","11","1124","112413","Tibungoy Poblacion",,"09102959641",,
"405587","NPTC","Northern Paramedical & Technological College of Panabo,Inc.","FTPNPTC48@yahoo.com",NULL,"Gloria D. Catbagan","11","1123","112315","Quezon St.","(084)628-4341","0908-930-4337","(084)628-4341",
"400091","SJBLC","St. John the Baptist Learning Center","sjblc1987@yahoo.com",NULL,"Remedios E. Sabado","1","133","13309","Poblacion Sur, Caba La Union","607-0868","09216165340","n/a","n/a"
"400263",,"La Marea Academy, Inc.","la_marea_academy@yahoo.com",NULL,"Ma. Remedios Rochelle S.D. Novales","1","155","15518","Remedios Village","(075) 522-9999","09187011428","(075) 522-9999",
"400616","SPVA","St. Peter of Verona Academy","joselitobmariano@yahoo.com",NULL,"Joselito B. Mariano","3","308","30805","San Pedro","633-1354","09283893012","N/A",
"400822","SJWCS","St. Joseph the Worker Community School","st.jocommunityschool@yahoo.com",NULL,"Rev. Fr. Alejandro C. Enriquez","3","314","31411","Harmony Hills 3","n/a","09186422894",,"n/a"
"400950",,"Grace of Shekinah School, Inc.","admin@graceofshekinahschool.com",NULL,"AIDA P. IGNACIO","3","314","31423","J. P. RIZAL ST.","044-815-8707","0917-899-1751",,"www.graceofshekinahschool.com"
"401096","DSA","Dominican School of Apalit Inc.","ds_apalit@yahoo.com",NULL,"Sr. Rosita M. Yaya OP","3","354","35402","San Juan","(045)302-5894","none","(045)302-5894","none"
"401106",,"Adelle Grace Montessori School Inc.","adellegrace@yahoo.com",NULL,"Adela V. Rivera","3","354","35403","120 Manapat St.","045-885-03-68","0917-4800-599","n/a","n/a"
"401423","GAA","Great Abrahams Academy","greatabrahamsacademy2016@yahoo.com",NULL,"Pedro D. Abanador","3","314","31420","Blk 14A LOT 1 CHN 2B","09193798930","09975719697",,"www.greatabrahamsacademy.weebly.com"
"401565","St. Paul College Balayan","Saint Paul College Balayan","spcb_batangas@yahoo.com.ph",NULL,"Sr. Maria Yolanda Caridad Orpilla, SPC","4","410","41003","Caloocan","043 211-5522","09265395591","043 211-5522",
"401630",,"Holy Trinity School of Padre Garcia","trinitarians98@yahoo.com.ph",NULL,"Edita S. Dimaculangan","4","410","41020","M. H. del Pilar St.","(043) 515 -8495","0917-329-0916","(043) 515 - 9699","none"
"401887","BMA","Blessed Mary Academy, Inc.","bma_salitran@yahoo.com",NULL,"Claribel S. Verdadero","4","421","42106","Aguinaldo Highway","(046)416-0233","0917-594-9859","(046)416-2119","www.blessedmaryacademy-salitran.blogspot.com"
"401915",,"Colegio de Salitran","cds_cav@yahoo.com",NULL,"Milagros Elemento Bon","4","421","42106","B9 L22,30,31 South Garden Homes","046-402-2351","09161548046",,
"401956",,"Holy Redeemer School","holyredeemerschool@yahoo.com.ph",NULL,"Filomena V. Fernandez","4","421","42106","Blk 57 L 1 - 34 Ph. 4 Mabuhay City","09177150741","09228462834","09272800791","http://hrsdc.thinksubject.com"
"402511","LDCavinti","Liceo de Cavinti","ldcavinti@yahoo.com",NULL,"Lucien E. Ansay","4","434","43407","Cailles","(049) 5230290","09204522168",,
"402894",,"Holy Spirit Integrated School","hsis.antipolo@gmail.com",NULL,"Dr. Jerome T. Buenviaje","4","458","45802","#27 St. Anthony Street, Milagros Subdivision","(02)6305790, (02)4017136",,,"www.hsis.edu.ph"
"403326","Don Bosco College","Don Bosco College","dbcanlubang@one-bosco.org",NULL,"Fr. Jose Favie V. Faldas, SDB","4","434","43405","Jose Yulo Sr. Blvd.","(049) 549-2307","0917-524-7141","(049) 549-2307","www.donboscocanlubang.edu.ph"
"403468","JPC","John Paul College Corporation II","johnpaul.college@yahoo.com",NULL,"Dr. Marietta Pajila-Cantos","17","1752","175212","MG Andaya Compound","043-2892240","09098951640","043-2892240","n/a"
"404443","LWCLC","Living Word Christian Learning Center of Cebu, Inc.","lwclc2011@yahoo.com",NULL,"Ninfa V. Lumagbas","7","722","72217","Tanchan Road, Banawa Hills, Cebu City","2615566; 2616300","09255945660","2615566; 2623449","lwclccebu.webs.com"
"404553",,"Nissi Academy, Inc.","nissiacademy@yahoo.com",NULL,"Dr. Edna R. Bantigue","7","722","72226","Panas, Subabasbas, Lapu-Lapu City","(032) 495-6445/236-1280","0919-998-0818","(032) 495-6225",
"404937",,"HMIJ-Foundation Philippine Islamic College Inc.","Jtingkahan@yahoo.com",NULL,"Dr. Juanita Deleon Plaza","9","973","97332","BCC Compound Baliwasan Zambonga City","62-9931783","09051830213",,
"406457",,"Springfield School of Novaliches","N/A",NULL,"Mario Lucero","13","1374","137404","726 Quirino H-way","938-1449","N/A","N/A","N/A"
"406484","OLFU-BED","Our Lady of Fatima University","olfu_gschool@yahoo.com",NULL,"Mrs.Nora O. Castada","13","1374","137404","Hilltop Mansion, Lagro, Quezon City","419-6927","0918-2218036","419-6927","n/a"
"406773",,"Nuestra Señora de Guia Academy of Marikina Inc.","nsdglc@yahoo.com.ph",NULL,"Guia B. Urrutia","13","1374","137402","14 Washington St. Greenland Subdivision","933-77-29/997-81-98","09228764427","933-77-29","http://nsdgam.wix.com/deguians"
"407252",,"Athens Academy, Inc.","athens98academy@yahoo.com",NULL,"JOSEFE T. TAÑO","13","1376","137607","3A-1 BALLECER STREET, LOWER BICUTAN","838-7323/ 837-71-95","9486350989","838-7323","athensacademy.edu.ph"
"418527","THLA","The Holy Lady Academy ( Marilao) Inc.","deguiafilomena@gmail.com",NULL,"Dr. Filomena R. de Guia","3","314","31411","4 Font Meralco Vill.Lias Marilao, Bulacan","0448930013","09179170667","0448930013",
"421018",,"Westfields International School","westfields_is@yahoo.com",NULL,"Violeta J. de Jesus","3","354","35401","21-2 Friendship Highway, Brgy.Cutcut, Angeles City","6345-887-4966","63917-510-0001",,"www.westfields-is.com"
"422544",,"Ateneo Casa Famiglia Servant of the Poor, Inc.","ateneocasafamigliaschool@yahoo.com",NULL,"Rev. Fr. Rogelio R. Cruz","3","314","31420","Blk. 13 Lot 34 Area-H Phase II Brgy. San Rafael IV, CSJDM, B",,"09063140374",,
"438011","SCAA","Starglow Center for Academics and Arts Inc.","starglow_caa@yahoo.com.ph",NULL,"Helena R. Golez","6","604","60407","Old Buswang Kalibo, Aklan","(036) 2681633","09297540119","n/a","n/a"
"439004",,"Step by Step Christian Academy","sbsca@ymail.com",NULL,"Perlita H. Villalobos","6","619","61912","Malic Street","(036) 634-0332","09287002674","(036) 634-0332","www.sbscapontevedra.jimdo.com"
"447512",,"B.R.I.G.H.T Academy","registrarbrightacademy@gmail.com",NULL,"ALASTAIR FERGUSON","7","722","72217","GOV. M. UENCO BANILAD ST. CEBU CITY","4161500","09173254503","4161500","BRIGHTACADEMY.EDU.PH"
"401821",,"Seven Seas Academy","seasians1998@gmail.com",NULL,"Elizabeth C. Bare","4","421","42103","Rosal St. Cherry Homes Subdivision","046-875-2853","0927-275-0407","n/a","n/a"
